epoch,accuracy,f1_score,loss,val_accuracy,val_f1_score,val_loss
0,0.9503260254859924,0.902182936668396,0.08325830101966858,0.9487704634666443,0.9456364512443542,0.0789521262049675
1,0.9704641103744507,0.9602316617965698,0.05010771006345749,0.9576502442359924,0.9483423233032227,0.06796995550394058
2,0.9775604009628296,0.9703394174575806,0.04010302573442459,0.9562841653823853,0.9532420039176941,0.059112731367349625
3,0.9790947437286377,0.969726026058197,0.04024660959839821,0.9706284403800964,0.9671501517295837,0.03932226076722145
4,0.9823551774024963,0.9749298095703125,0.03450154885649681,0.9699453711509705,0.9680653810501099,0.0704258605837822
5,0.9842731356620789,0.9781007170677185,0.032133664935827255,0.9692623019218445,0.9628386497497559,0.04029111564159393
6,0.9873417615890503,0.9828614592552185,0.02473207376897335,0.9726775884628296,0.9714871048927307,0.06657062470912933
7,0.9898350834846497,0.9861597418785095,0.027017254382371902,0.9665300250053406,0.9660552740097046,0.08083850890398026
8,0.989259660243988,0.9872714281082153,0.02142619527876377,0.9808743000030518,0.9708826541900635,0.05496503412723541
9,0.9888761043548584,0.9826362729072571,0.025636959820985794,0.9713114500045776,0.9712204337120056,0.07589685171842575
