epoch,accuracy,f1_score,loss,val_accuracy,val_f1_score,val_loss
0,0.9466073513031006,0.8877722024917603,0.08324862271547318,0.7759562730789185,0.0,0.29420626163482666
1,0.7516013979911804,0.009329553693532944,0.3082062005996704,0.7759562730789185,0.0,0.2923780381679535
2,0.7516013979911804,0.008663173764944077,0.30783021450042725,0.7759562730789185,0.0,0.2920018136501312
3,0.7516013979911804,0.004429072141647339,0.3074260354042053,0.7759562730789185,0.0,0.2941659390926361
0,0.9491772651672363,0.9138373136520386,0.08542406558990479,0.8872950673103333,0.7540369629859924,0.15588444471359253
1,0.758582353591919,0.05240825563669205,0.3018539249897003,0.7759562730789185,0.0,0.2952652871608734
2,0.7516013979911804,0.0026047530118376017,0.3075496256351471,0.7759562730789185,0.0,0.2946855425834656
3,0.7516013979911804,0.0028911393601447344,0.30767056345939636,0.7759562730789185,0.0,0.29643118381500244
0,0.9623720049858093,0.9419535398483276,0.06155522167682648,0.9795082211494446,0.9641381502151489,0.03527228161692619
1,0.970618724822998,0.9560850858688354,0.05148007348179817,0.9569672346115112,0.9553213715553284,0.08501289784908295
2,0.9698899388313293,0.9570112228393555,0.05826784297823906,0.9521858096122742,0.951821506023407,0.08976772427558899
3,0.9548923969268799,0.8927626609802246,0.07470521330833435,0.7759562730789185,0.0,0.3031366467475891
