epoch,accuracy,f1_score,loss,val_accuracy,val_f1_score,val_loss
0,0.7791799306869507,0.7167210578918457,0.4805316925048828,0.943989098072052,0.9363144040107727,0.18582524359226227
1,0.962333619594574,0.9589831233024597,0.12226450443267822,0.9535518884658813,0.9530975818634033,0.11312296241521835
2,0.9745311141014099,0.9732891917228699,0.07821175456047058,0.9535518884658813,0.9528689384460449,0.11777783185243607
3,0.9768325090408325,0.9757917523384094,0.0692957192659378,0.9617486596107483,0.959107518196106,0.09902804344892502
4,0.9786736369132996,0.9773209691047668,0.06317432224750519,0.9795082211494446,0.9810044169425964,0.04899437353014946
5,0.9798626899719238,0.9786354303359985,0.05950671061873436,0.9692623019218445,0.9683446288108826,0.07578744739294052
0,0.7786812782287598,0.7170696258544922,0.4808795750141144,0.9460382461547852,0.9351574182510376,0.1874435991048813
1,0.962333619594574,0.9590617418289185,0.12265066802501678,0.9549180269241333,0.954925537109375,0.10869865119457245
2,0.9742242097854614,0.9733264446258545,0.07888925075531006,0.9535518884658813,0.9533242583274841,0.12368099391460419
3,0.9768708348274231,0.9755704998970032,0.06949440389871597,0.9596994519233704,0.9584699869155884,0.10313289612531662
4,0.9786736369132996,0.9772394895553589,0.06359367072582245,0.9822404384613037,0.9798529744148254,0.046181570738554
5,0.9805914759635925,0.9787206649780273,0.059142328798770905,0.9672130942344666,0.9678506255149841,0.07775472104549408
6,0.9804380536079407,0.9794459939002991,0.05732237920165062,0.9781420826911926,0.9775370359420776,0.05703170970082283
7,0.9812818765640259,0.9803829789161682,0.053456876426935196,0.9870218634605408,0.9837887287139893,0.04695770516991615
8,0.9819339513778687,0.9812772274017334,0.05088610202074051,0.9815573692321777,0.9838733077049255,0.044955961406230927
9,0.9832381010055542,0.9824755191802979,0.04850790277123451,0.9849726557731628,0.9835610389709473,0.03873765468597412
